"","AnoLancamento","Titulo","Diretor","Produtora","UF","Distribuidora","Genero","MaxSalas","Renda","Publico"
"822",2005,"Coisa de Mulher","Eliana Fonseca","Diler & Associados","RJ","Warner","Ficção",100,"714.666,00","98.963"
"823",2005,"Coisa Mais Linda","Paulo Thiago","Vitória Produções Cinematográficas","RJ","Columbia","Documentário",11,"319.251,00","35.861"
"824",2005,"Confronto Final","Alonso Gonçalves","Karina Filmes Produções Cinematograficas","MG","Polifilmes","Ficção",5,"12.278,00","2.081"
"825",2005,"Diário de um Novo Mundo","Paulo Nascimento","Luiz Alberto Rodrigues","RS","Casablanca","Ficção",7,"67.809,00","12.685"
"826",2005,"Dois Filhos de Francisco: a História de Zezé Di Camargo & Luciano","Breno Silveira","Conspiração Filmes","RJ","Columbia","Ficção",329,"36.728.278,00","5.319.677"
"827",2005,"Doutores da Alegria","Mara Mourão","MM Filmes","SP","Imovision","Documentário",20,"212.313,00","26.294"
"828",2005,"Eliana e o Segredo dos Golfinhos","Eliana Fonseca","E M B Promoções Artísticas e Eventos","SP","Fox","Ficção",106,"2.022.729,00","330.742"
"829",2005,"Extremo Sul","Monica Schmiedt e Sylvestre Campe","M. Schmiedt Produções Ltda.","RS","Europa/ MAM","Documentário",5,"92.149,00","13.571"
"830",2005,"Feminices","Domingos Oliveira","Teatro Ilustre Produções Artísticas","RJ","Copacabana Filmes","Ficção",3,"63.556,00","7.091"
"831",2005,"Filhas do Vento","Joel Zito Araújo","Asacine Produções","DF","RioFilme","Ficção",15,"117.448,00","16.578"
"832",2005,"Gaijin II","Tizuka Yamazaki","Scena Filmes","RJ","Art Filmes","Ficção",101,"388.800,00","52.898"
"833",2005,"Garrincha, Estrela Solitária","Milton Alencar","FAM Produções","MG","Polifilmes","Ficção",20,"54.977,00","7.877"
"834",2005,"Harmada","Maurice Capovilla","Saturna Produções Artísticas","RJ","RioFilme","Ficção",2,"8.499,00","1.261"
"835",2005,"Jogo Subterrâneo - Underground Games","Roberto Gervitz","Vagalume Produções Cinematográficas","SP","Buena Vista","Ficção",31,"163.781,00","20.928"
"836",2005,"Mais uma Vez Amor","Rosane Svartman","Raccord Produções Artísticas e Cinematográficas","RJ","Warner","Ficção",144,"1.662.516,00","228.567"
"837",2005,"Moro no Brasil","Mika Kaurismaki","Magnatel Agência e Comércio de Programa de TV e Cinema.","RJ","Pandora","Documentário",2,"11.911,00","2.680"
"838",2005,"Morro da Conceição","Cristiana Grumbach","Crisis Produtivas Comunicação","RJ","Pipa","Documentário",7,"40.124,00","4.943"
"839",2005,"O Cárcere e a Rua","Lilian Stulbach","Zeppelin Produções de Cinema e Televisão","RS","Pandora","Documentário",17,"37.424,00","7.792"
"840",2005,"O Casamento de Romeu e Julieta","Bruno Barreto","Filmes do Equador","RJ","Buena Vista","Ficção",215,"7.303.657,00","969.278"
"841",2005,"O Coronel e o Lobisomem","Maurício Farias","Natasha Enterprises","RJ","Fox","Ficção",166,"4.678.543,00","654.983"
"842",2005,"O Diabo a Quatro","Alice de Andrade","Tambellini Filmes e Produções Audiovisuais","RJ","RioFilme","Ficção",4,"52.512,00","7.247"
"843",2005,"O Fim e o Princípio","Eduardo Coutinho","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",3,"81.146,00","9.674"
"844",2005,"O Signo do Caos","Rogério Sganzerla","Mercúrio Produções","SP","RioFilme","Ficção",3,"9.130,00","1.255"
"845",2005,"Parteiras da Amazônia","Evaldo Mocarzel","SP Filmes de São Paulo","SP","SP Filmes","Documentário",1,"1.287,00","135"
"846",2005,"Preto e Branco","Carlos Nader","Já Filmes","SP","Polifilmes","Documentário",0,"0,00","0"
"847",2005,"Preto no Branco","Ronaldo German","Daron Cine Video","RJ","Distribuição Própria","Ficção",1,"0,00","65"
"848",2005,"Quanto Vale ou é por Quilo ?","Sérgio Bianchi","Agravo Produções Cinematográficas","SP","RioFilme","Ficção",8,"195.672,00","32.863"
"849",2005,"Quase Dois Irmãos","Lúcia Murat","Taiga Filmes e Vídeo","RJ","Imovision","Ficção",23,"460.087,00","58.928"
"850",2005,"Sal de Prata","Carlos Gerbase","Casa de Cinema de Porto Alegre","RS","Columbia","Ficção",41,"124.880,00","17.289"
"851",2005,"Soldado de Deus","Sérgio Sanz","J.Sanz Produção Audiovisual","RJ","RioFilme","Documentário",2,"18.919,00","2.528"
"852",2005,"Sou Feia mas tô na Moda","Denise Garcia","Toscographics Desenhos Animados","RJ","Imovision","Documentário",4,"44.447,00","5.575"
"853",2005,"Tainá 2 - a Aventura Continua","Mauro Lima","Tietê Produções Cinematográficas","RJ","Columbia","Ficção",164,"4.612.264,00","788.442"
"854",2005,"Vida de Menina","Helena Solberg","Radiante Filmes","RJ","Europa/ MAM","Ficção",8,"210.049,00","27.648"
"855",2005,"Vinícius de Moraes","Miguel Faria Jr.","1001Filmes","RJ","UIP","Documentário",32,"2.378.985,00","271.979"
"856",2005,"Vlado: 30 Anos Depois","João Batista de Andrade","Oeste Filmes Brasileiros","SP","Oeste Filmes Brasileiros","Documentário",2,"24.902,00","3.283"
"857",2005,"Vocação do Poder","Eduardo Escorel e José Joffily","Cinefilmes","RJ","Videofilmes","Documentário",3,"14.914,00","1.995"
"858",2005,"Xuxinha e Guto contra os monstros do espaço","Moacyr Góes e Clewerson Saremba","Diler & Associados","RJ","Warner","Animação",52,"4.259.097,00","596.218"
"859",2004,"33","Kiko Goifman","Plateau Marketing e Produções Culturais","SP","PaleoTV","Documentário",0,"0,00","11.500"
"860",2004,"1,99 - um Supermercado que Vende Palavras","Marcelo Masagão","Um Minuto Marketing Produções Culturais","SP","Imovision","Ficção",3,"81.156,00","11.572"
"861",2004,"A Cartomante","Wagner de Assis e Pablo Uranga","Cinética Filmes e Produções","RJ","Imovision","Ficção",46,"238.667,00","36.094"
"862",2004,"A Dona da História","Daniel Filho","Lereby Produções","RJ","Buena Vista","Ficção",260,"9.025.423,00","1.271.415"
"863",2004,"À Margem da Imagem","Evaldo Mocarzel","SP Filmes de São Paulo","SP","Mais Filmes","Documentário",1,"12.354,00","1.728"
"864",2004,"Batalha - Entreatos","João Moreira Salles","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",7,"313.023,00","38.341"
"865",2004,"Batalha - Peões","Eduardo Coutinho","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",7,"142.211,00","17.960"
"866",2004,"Benjamim","Monique Gardenberg","Dueto Produções e Publicidade","RJ","Europa/ MAM","Ficção",25,"759.726,00","98.301"
"867",2004,"Cama de Gato","Alexandre Stockler","A Exceção e a Regra Produções Artísticas","SP","A Exceção e a Regra Produções Artísticas","Ficção",1,"186.823,00","25.315"
"868",2004,"Cazuza - o Tempo Não Para","Sandra Werneck e Walter Carvalho","Lereby Produções","RJ","Columbia","Ficção",292,"21.230.606,00","3.082.522"
"869",2004,"Cine Gibi da Turma da Mônica","José Márcio Nicolosi","Lojinha da Mônica Produções","SP","UIP","Animação",104,"1.823.899,00","305.752"
"870",2004,"Como Fazer um Filme de Amor","José Roberto Torero","Cinematográfica Superfilmes","SP","Lumière","Ficção",37,"388.309,00","53.545"
"871",2004,"Concerto Campestre","Henrique de Freitas Lima","Empresa Cinematográfica Pampeana","RS","Imagem","Ficção",12,"67.205,00","13.010"
"872",2004,"Contra Todos","Roberto Moreira","Coração da Selva Transmídia","SP","Warner","Ficção",20,"187.641,00","25.358"
"873",2004,"De Passagem","Ricardo Elias","Raiz Produções Cinematográficas","SP","Lumière","Ficção",20,"75.632,00","11.419"
"874",2004,"Didi quer ser criança","Alexandre Boury e Reynaldo Boury","Diler & Associados","RJ","Columbia","Ficção",154,"5.583.242,00","982.175"
"875",2004,"Espelho D'água - uma Viagem no Rio São Francisco","Marcus Vinicius Cezar","Elimar Produções Artísticas","RJ","Europa/ MAM","Ficção",12,"121.469,00","18.096"
"876",2004,"Evandro Teixeira - Instantâneos da Realidade","Paulo Fontenelle","Canal Imaginário","RJ","RioFilme","Documentário",3,"5.874,00","875"
"877",2004,"Fábio Fabuloso","Pedro Cesar, Ricardo Bocão e Antônio Ricardo","Woohoo Filmes","RJ","Lumière","Documentário",9,"94.961,00","12.458"
"878",2004,"Fala Tu","Guilherme Coelho","Matizar Produções Artísticas","RJ","Videofilmes","Documentário",6,"71.929,00","10.526"
"879",2004,"Filme de Amor","Júlio Bressane","Grupo Novo de Cinema e TV","RJ","RioFilme","Ficção",5,"70.761,00","10.742"
"880",2004,"Garotas do ABC","Carlos Reichenbach","Dezenove Som e Imagens Produções","SP","Europa/ MAM","Ficção",19,"71.962,00","10.746"
"881",2004,"Glauber o Filme, Labirinto do Brasil","Silvio Tendler","Caliban Produções Cinematográficas","RJ","RioFilme","Documentário",6,"85.179,00","13.456"
"882",2004,"Irmãos de Fé","Moacyr Góes","Diler & Associados","RJ","Columbia","Ficção",294,"5.652.025,00","966.021"
"883",2004,"Justiça","Maria Augusta Ramos","Limite Produções","RJ","Mais Filmes","Documentário",3,"138.770,00","28.635"
"884",2004,"Língua - Vidas em Português","Victor Lopes","Sambascope Produções","RJ","RioFilme/ TV Zero","Documentário",5,"26.545,00","11.943"
"885",2004,"Lost Zweig","Sylvio Back","Usina de Kyno Ltda","RJ","RioFilme","Ficção",1,"20.214,00","2.398"
"886",2004,"Meu Tio Matou um Cara","Jorge Furtado","Casa de Cinema de Porto Alegre","RS","Fox","Ficção",121,"4.095.008,00","591.120"
"887",2004,"Motoboys - Vida Loca","Caito Ortiz","Prodigo Films","SP","Mais Filmes","Ficção",0,"0,00","0"
"888",2004,"Nina","Heitor Dhalia","Gullane Filmes","SP","Columbia","Ficção",10,"178.834,00","25.268"
"889",2004,"Noite de São João","Sérgio Silva","N.G.M. Produções & Promoções","RS","NGM","Ficção",5,"25.704,00","5.355"
"890",2004,"O Outro Lado da Rua","Marcos Bernstein","Neanderthal MB Cinema","RJ","Columbia","Ficção",37,"661.465,00","92.165"
"891",2004,"O Prisioneiro da Grade de Ferro","Paulo Sacramento","Olhos de Cão Produções Cinematográficas","SP","Imovision","Documentário",13,"156.931,00","27.848"
"892",2004,"O Vestido","Paulo Thiago","Vitória Produções Cinematográficas","RJ","Columbia","Ficção",41,"220.274,00","30.683"
"893",2004,"Olga","Jayme Monjardim","Nexus Cinema e Vídeo","SP","Lumière","Ficção",339,"20.375.397,00","3.078.030"
"894",2004,"Onde Anda Você","Sérgio Rezende","Morena Filmes Ltda.","RJ","UIP","Ficção",40,"411.530,00","50.958"
"895",2004,"Os Narradores do Vale de Javé","Eliane Caffé","Bananeira Filmes","RJ","Lumière","Ficção",29,"456.307,00","67.004"
"896",2004,"Pelé Eterno","Anibal Massaini","Anima Produções Audiovisuais","SP","UIP","Documentário",150,"1.851.866,00","257.932"
"897",2004,"Procuradas","José Frazão e Zeca Pires","José Miguel Elíseo Cáceres","SC","Imagem","Ficção",10,"19.720,00","2.920"
"898",2004,"Querido Estranho","Ricardo Pinto e Silva","Veredas Comunicação e Arte","RJ","Imagem","Ficção",27,"122.520,00","18.103"
"899",2004,"Raízes do Brasil","Nelson Pereira dos Santos","Regina Filmes","RJ","RioFilme","Documentário",5,"120.366,00","19.420"
"900",2004,"Redentor","Cláudio Torres","Conspiração Filmes","RJ","Warner","Ficção",81,"1.880.401,00","247.893"
"901",2004,"Rio de Jano","Anna Azevedo, Eduardo Souza Lima e Renata Baldi","Casa 21","RJ","RioFilme","Documentário",3,"55.948,00","8.284"
"902",2004,"Samba Riachão","Jorge Alfredo","Truque Produtora de Cinema TV e Vídeo","BA","Pandora","Documentário",3,"7.418,00","1.330"
"903",2004,"Sexo, Amor e Traição","Jorge Fernando","Total Entertainment","RJ","Fox","Ficção",157,"15.775.132,00","2.219.423"
"904",2004,"Um Show de Verão","Moacyr Góes","Diler & Associados","RJ","Warner","Ficção",111,"741.047,00","137.507"
"905",2004,"Viva Sapato","Luiz Carlos Lacerda","Terra Brasilis Promoções e Marketing","RJ","Europa/ MAM","Ficção",8,"24.187,00","3.507"
"906",2004,"Viva Voz","Paulo Morelli","O2 Cinema","SP","Buena Vista","Ficção",79,"1.522.763,00","206.568"
"907",2004,"Xuxa e o Tesouro da Cidade Perdida","Moacyr Góes","Diler & Associados","RJ","Warner","Ficção",300,"7.108.730,00","1.331.652"
"908",2003,"Acquaria","Flávia Moraes","Spectra Mídia Produções e Comércio","SP","Fox","Ficção",340,"4.466.393,00","837.695"
"909",2003,"Amarelo Manga","Cláudio Assis","Olhos de Cão Produções Cinematográficas","SP","RioFilme","Ficção",16,"769.750,00","129.021"
"910",2003,"Apolônio Brasil - Campeão da Alegria","Hugo Carvana","MAC Comunicação e Produção","RJ","RioFilme","Ficção",6,"79.348,00","12.176"
"911",2003,"As Alegres Comadres","Leila Hipólito","Conexão Cinema Produções Artísticas","RJ","Imagem","Ficção",11,"21.486,00","2.977"
"912",2003,"Banda de Ipanema - Folia de Albino","Paulo Cesar Sarraceni","Shater Produções Artísticas","RJ","RioFilme","Documentário",3,"9.854,00","2.004"
"913",2003,"Carandiru","Hector Babenco","HB Filmes","SP","Columbia","Ficção",298,"29.623.481,00","4.693.853"
"914",2003,"Casseta & Planeta - a Taça do Mundo é Nossa","Lula Buarque de Hollanda","Conspiração Filmes","RJ","Warner","Ficção",274,"4.346.394,00","690.709"
"915",2003,"Cristina quer Casar","Luiz Villaça","Nia Produções Artísticas","SP","Fox","Ficção",43,"764.230,00","113.208"
"916",2003,"Desmundo","Alain Fresnot","A.F. Cinema e Vídeo","SP","Columbia","Ficção",41,"692.921,00","98.514"
"917",2003,"Deus é Brasileiro","Cacá Diegues","Rio Vermelho Filmes","RJ","Columbia","Ficção",162,"10.655.438,00","1.635.212"
"918",2003,"Didi, o Cupido Trapalhão","Paulo Aragão e Alexandre Boury","Diler & Associados","RJ","Columbia","Ficção",147,"8.984.535,00","1.758.579"
"919",2003,"Dois Perdidos numa Noite Suja","José Joffily","Coevos Filmes","RJ","Pandora/ RioFilme","Ficção",9,"176.541,00","43.780"
"920",2003,"Dom","Moacyr Góes","Diler & Associados","RJ","Warner","Ficção",70,"390.784,00","108.499"
"921",2003,"Durval Discos","Anna Muylaert","África Filmes","SP","Europa/ MAM","Ficção",7,"406.930,00","58.543"
"922",2003,"Histórias do Olhar","Isa Albuquerque","Bacuri Produções","RJ","Imovision","Ficção",3,"10.524,58","1.511"
"923",2003,"Ilha Rá-Tim-Bum","Eliana Fonseca","RPJ Produtores Associados","SP","Warner","Ficção",157,"991.184,00","187.297"
"924",2003,"Lisbela e o Prisioneiro","Guel Arraes","Natasha Enterprises","RJ","Fox","Ficção",245,"19.915.933,00","3.174.643"
"925",2003,"Maria, Mãe do Filho de Deus","Moacyr Góes","Diler & Associados","RJ","Columbia","Ficção",303,"12.842.085,00","2.332.873"
"926",2003,"Nelson Freire","João Moreira Salles","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",4,"456.022,00","64.264"
"927",2003,"O Caminho das Nuvens","Vicente Amorim","Filmes do Equador","RJ","Buena Vista","Ficção",73,"1.705.750,00","214.830"
"928",2003,"O Homem do Ano","José Henrique Fonseca","Conspiração Filmes","RJ","Warner","Ficção",21,"726.383,00","104.659"
"929",2003,"O Homem que Copiava","Jorge Furtado","Casa de Cinema de Porto Alegre","RS","Columbia","Ficção",70,"4.692.436,00","664.651"
"930",2003,"Os Normais","José Alvarenga Jr.","Missão Impossível Cinco Produções Artísticas","RJ","Lumière","Ficção",249,"19.874.866,00","2.996.467"
"931",2003,"Paulinho da Viola - Meu Tempo é Hoje","Isabel Jaguaribe","Videofilmes Produções Artísticas","RJ","Videofilmes","Documentário",6,"358.726,00","54.025"
"932",2003,"Rua Seis sem Número","João Batista de Andrade","Oeste Filmes Brasileiros","SP","Pandora","Ficção",1,"5.918,00","1.315"
"933",2003,"Seja o que Deus Quiser","Murilo Salles","Cinema Brasil Digital - Escritório de Planejamento em Empreendimentos Audiovisuais","RJ","Europa/ MAM/ RioFilme","Ficção",11,"102.038,00","16.254"
"934",2003,"Separações","Domingos Oliveira","CaradeCão Produções","RJ","RioFilme","Ficção",10,"519.101,00","69.697"
"935",2003,"Um Passaporte Húngaro","Sandra Kogut","Zeugma Films / República Pureza Filmes","RJ","RioFilme","Documentário",2,"58.000,00","9.069"
"936",2003,"Xuxa Abracadabra","Moacyr Góes","Diler & Associados","RJ","Warner","Ficção",307,"11.677.129,00","2.214.481"
"937",2003,"Zico, o Filme","Eliseu Ewald","Diler & Associados","RJ","Diler Prod.","Ficção",0,"5.000,00","1.000"
"938",2002,"A Paixão de Jacobina","Fábio Barreto","Filmes do Equador","RJ","PlayArte","Ficção",45,"682.110,00","146.062"
"939",2002,"As Três Marias","Aluizio Abranches","Lama Filmes","RJ","Lumière","Ficção",10,"76.819,00","13.003"
"940",2002,"Avassaladoras","Mara Mourão","Total Entertainment","RJ","Fox","Ficção",103,"1.722.883,00","310.260"
"941",2002,"Bellini e a Esfinge","Roberto Santucci","Afrodísia Flores Produções Artísticas","RJ","Copacabana Filmes","Ficção",21,"300.000,00","60.073"
"942",2002,"Cidade de Deus","Fernando Meirelles","O2 Cinema","SP","Lumière","Ficção",176,"19.066.087,00","3.370.871"
"943",2002,"Dias de Nietzsche em Turim","Júlio Bressane","TB Produções","RJ","RioFilme","Ficção",2,"85.993,00","15.017"
"944",2002,"Duas Vezes com Helena","Mauro Farias","Fraiha Produções de Eventos e Editora Ltda.","RJ","RioFilme","Ficção",5,"40.056,00","6.374"
"945",2002,"Edifício Master","Eduardo Coutinho","Videofilmes Produções Artísticas","RJ","RioFilme","Documentário",7,"605.243,00","86.483"
"946",2002,"Eu não Conhecia Tururu","Florinda Bulkan","Jandaira Produções Artísticas","RJ","RioFilme","Ficção",2,"5.621,00","823"
"947",2002,"Gregório de Mattos","Ana Carolina","Crystal Cinematográfica","RJ","RioFilme","Ficção",2,"23.660,00","3.812"
"948",2002,"Houve uma Vez Dois Verões","Jorge Furtado","Casa de Cinema de Porto Alegre","RS","Columbia","Ficção",11,"384.212,00","68.487"
"949",2002,"Invasor","Beto Brant","Drama Filmes","SP","Pandora","Ficção",16,"669.762,00","103.810"
"950",2002,"Janela da Alma","João Jardim e Walter Carvalho","Tambellini Filmes e Produções Audiovisuais","RJ","Copacabana Filmes","Documentário",4,"795.856,00","141.360"
"951",2002,"Lara","Ana Maria Magalhães","Nova Era Produções de Arte","RJ","RioFilme","Ficção",9,"15.504,00","2.639"
"952",2002,"Latitude Zero","Toni Venturi","Olhar Imaginário","SP","RioFilme","Ficção",6,"44.829,00","7.867"
"953",2002,"Madame Satã","Karim Aïnouz","Videofilmes Produções Artísticas","RJ","Lumière","Ficção",24,"1.155.180,00","163.161"
"954",2002,"Nem Gravata Nem Honra","Marcelo Masagão","Um Minuto Marketing Produções Culturais","SP","RioFilme","Documentário",2,"15.789,00","3.237"
"955",2002,"O Príncipe","Ugo Giorgetti","SP Filmes de São Paulo","SP","Mais Filmes","Ficção",11,"94.037,00","15.295"
"956",2002,"Onde a Terra Acaba","Sérgio Machado","Videofilmes Produções Artísticas","RJ","RioFilme","Documentário",2,"20.543,00","3.786"
"957",2002,"Ônibus 174","José Padilha","Zazen Produções Audiovisuais","RJ","RioFilme","Documentário",5,"203.962,00","35.290"
"958",2002,"Poeta de Sete Faces","Paulo Thiago","Vitória Produções Cinematográficas","RJ","RioFilme","Documentário",3,"20.972,00","4.495"
"959",2002,"Rocha que Voa","Eryk Rocha","Grupo Novo de Cinema e TV","RJ","M21","Documentário",1,"30.000,00","5.929"
"960",2002,"Sonhos Tropicais","André Sturm","Centro de Cultura Cinematográfica Providence","SP","Pandora","Ficção",12,"169.438,00","36.304"
"961",2002,"Surf Adventures","Arthur Fontes","Conspiração Filmes","RJ","Lumière","Documentário",77,"1.295.502,00","200.853"
"962",2002,"Timor Lorosae","Lucélia Santos","Nhock Produções Artisticas","RJ","RioFilme","Documentário",5,"28.797,00","7.683"
"963",2002,"Uma Onda no Ar","Helvécio Ratton","Quimera Filmes","MG","Mais Filmes","Ficção",11,"153.644,00","34.837"
"964",2002,"Uma Vida em Segredo","Suzana Amaral","Raiz Produções Cinematográficas","SP","RioFilme","Ficção",10,"86.160,00","14.279"
"965",2002,"Viva São João","Andrucha Waddington","Gege Produções Artísticas","RJ","Columbia","Documentário",13,"43.963,00","7.092"
"966",2002,"Xuxa e os Duendes 2","Paulo Sérgio Almeida e Rogério Gomes","Diler & Associados","RJ","Warner","Ficção",303,"11.485.979,00","2.301.152"
"967",2001,"2000 Nordestes","Vicente Amorim e David França Mendes","Filmes do Equador","RJ","RioFilme","Documentário",2,"20.707,00","4.297"
"968",2001,"A Hora Marcada","Marcelo Taranto","MT Filmes","RJ","UIP","Ficção",18,"92.213,00","16.441"
"969",2001,"A Partilha","Daniel Filho","Lereby Produções","RJ","Columbia","Ficção",155,"8.797.925,00","1.449.411"
"970",2001,"Abril Despedaçado","Walter Salles","Videofilmes Produções Artísticas","RJ","Lumière","Ficção",49,"2.063.956,00","353.713"
"971",2001,"Amores Possíveis","Sandra Werneck","Cineluz Produções Cinematográficas","RJ","Fox","Ficção",80,"2.658.663,00","396.224"
"972",2001,"Anésia - um Vôo no Tempo","Ludmila Meyer","Mares Produções","RJ","RioFilme","Documentário",3,"6.436,00","1.498"
"973",2001,"As Feras","Walter Hugo Khouri","Cinearte Produções Cinematográficas","SP","RioFilme","Ficção",5,"14.922,00","3.645"
"974",2001,"Babilônia 2000","Eduardo Coutinho","Videofilmes Produções Artísticas","RJ","RioFilme","Documentário",3,"86.496,00","15.301"
"975",2001,"Barra 68","Wladimir Carvalho","Cinematográfica Superfilmes","SP","RioFilme","Documentário",3,"31.427,00","6.989"
"976",2001,"Bicho de 7 Cabeças","Laís Bodanzky","Buriti Filmes","SP","Columbia","Ficção",50,"2.184.514,00","401.565"
"977",2001,"Brava Gente Brasileira","Lúcia Murat","Taiga Filmes e Vídeo","RJ","RioFilme","Ficção",14,"102.507,00","23.170"
"978",2001,"Bufo & Spallanzani","Flávio Tambellini","Tambellini Filmes e Produções Audiovisuais","RJ","Warner","Ficção",39,"251.836,00","47.017"
"979",2001,"Caramuru - a Invenção do Brasil","Guel Arraes","Globo Filmes","RJ","Columbia","Ficção",170,"1.500.740,00","246.023"
"980",2001,"Condenado à Liberdade","Emiliano Ribeiro","Ypearts Audiovisual","RJ","UIP","Ficção",38,"77.169,00","15.262"
"981",2001,"Copacabana","Carla Camurati","Elimar Produções Artísticas","RJ","Elimar","Ficção",13,"1.422.805,00","234.014"
"982",2001,"Domésticas","Fernando Meirelles","O2 Cinema","SP","Pandora","Ficção",5,"422.675,00","91.488"
"983",2001,"Grilo Feliz","Walbercy Ribas","Start Desenhos Animados","SP","HOYTS","Animação",29,"1.022.404,00","216.611"
"984",2001,"Lavoura Arcaica","Luiz Fernando Carvalho","Videofilmes Produções Artísticas","RJ","RioFilme","Ficção",10,"874.018,00","143.860"
"985",2001,"Memórias Póstumas","André Klotzel","Cinematográfica Superfilmes","SP","Lumière","Ficção",57,"855.484,00","186.380"
"986",2001,"Nelson Gonçalves","Eliseu Ewald","Diler & Associados","RJ","RioFilme","Documentário",3,"20.881,00","4.381"
"987",2001,"Netto Perde Sua Alma","Beto Souza","Piedra Sola Filmes","RS","RioFilme","Ficção",22,"187.837,00","41.479"
"988",2001,"O Casamento de Louise","Betse de Paula","BPP Produções Audiovisuais","RJ","RioFilme","Ficção",5,"49.126,00","8.761"
"989",2001,"O Chamado de Deus","José Joffily","Coevos Filmes","RJ","RioFilme","Documentário",2,"25.316,00","4.535"
"990",2001,"O Sonho de Rose","Tetê Moraes","Vemver Comunicação e Difusão Cultural","RJ","RioFilme","Documentário",5,"46.561,00","12.232"
"991",2001,"O Xangô de Baker Street","Miguel Faria Jr.","Sky Light Cinema Foto e Art","RJ","Columbia","Ficção",76,"2.275.052,00","366.353"
"992",2001,"Senta a Pua","Erik de Castro","BsB Cinema Produções","DF","RioFilme","Documentário",8,"78.756,00","13.181"
"993",2001,"Tainá - uma Aventura na Amazônia","Tânia Lamarca e Sérgio Bloch","Tietê Produções Cinematográficas","RJ","Art Filmes/ MAM","Ficção",100,"3.054.492,00","853.210"
"994",2001,"Tônica Dominante","Lina Chamie","Cinematográfica Superfilmes","SP","RioFilme","Ficção",3,"46.159,00","8.020"
"995",2001,"Um Anjo Trapalhão","Alexandre Boury e Marcelo Travesso","Renato Aragão Produções Artísticas","RJ","Fox","Ficção",153,"513.632,00","125.913"
"996",2001,"Xuxa e os Duendes","Paulo Sérgio Almeida e Rogério Gomes","Diler & Associados","RJ","Warner","Ficção",311,"11.691.200,00","2.657.091"
"997",2000,"A Terceira Morte de Joaquim Bolivar","Flávio Cândido","Flávio Cândido Da Silva","RJ","RioFilme","Ficção",1,"11.497,00","2.330"
"998",2000,"Amélia","Ana Carolina","Crystal Cinematográfica","RJ","RioFilme","Ficção",6,"140.283,00","24.431"
"999",2000,"Através da Janela","Tata Amaral","A.F. Cinema e Vídeo","SP","RioFilme","Ficção",5,"53.960,00","10.271"
"1000",2000,"Bossa Nova","Bruno Barreto","Filmes do Equador","RJ","Columbia","Ficção",158,"3.165.333,00","520.614"
"1001",2000,"Cronicamente Inviável","Sérgio Bianchi","Agravo Produções Cinematográficas","SP","RioFilme","Ficção",6,"378.287,00","69.443"
"1002",2000,"Cruz e Sousa - o Poeta do Desterro","Sylvio Back","Usina de Kyno Ltda","RJ","RioFilme","Ficção",2,"15.510,00","3.608"
"1003",2000,"Estorvo","Ruy Guerra","Sky Light Cinema Foto e Art","RJ","RioFilme","Ficção",4,"66.325,00","11.532"
"1004",2000,"Eu, tu, eles","Andrucha Waddington","Conspiração Filmes","RJ","Columbia","Ficção",132,"4.111.481,00","695.682"
"1005",2000,"Gêmeas","Andrucha Waddington","Conspiração Filmes","RJ","Columbia","Ficção",18,"234.781,00","40.368"
"1006",2000,"Hans Staden","Luiz Alberto Pereira","Lapfilme Produções Cinematográficas","SP","RioFilme","Ficção",9,"238.389,00","46.646"
"1007",2000,"Iremos a Beirute","Marcus Moura","Luz Produções Cinematográficas","CE","RioFilme","Ficção",3,"8.751,00","1.639"
"1008",2000,"Minha Vida em suas Mãos","Roberto Talma","Roderaf Produções Artísticas","RJ","Warner","Ficção",15,"45.733,00","10.222"
"1009",2000,"O Auto da Compadecida","Guel Arraes","Globo Filmes","RJ","Columbia","Ficção",199,"11.496.994,00","2.157.166"
"1010",2000,"O Dia da Caça","Alberto Graça","Meios de Produção e Comunicação","RJ","UIP/ RioFilme","Ficção",50,"239.708,00","43.531"
"1011",2000,"O Rap do Pequeno Príncipe Contra as Almas Sebosas","Paulo Caldas e Marcelo Luna","Raccord Produções Artísticas e Cinematográficas","RJ","RioFilme","Documentário",9,"73.489,00","22.577"
"1012",2000,"Oriundi","Ricardo Bravo","Rubens Aparecido Gennaro","PR","Warner","Ficção",68,"223.608,00","38.755"
"1013",2000,"Os Três Zuretas","A. S. Cecílio Neto","C.N. Cine Cinematográfica","SP","RioFilme","Ficção",18,"33.899,00","6.760"
"1014",2000,"Pierre Verger: Mensageiro entre Dois Mundos","Lula Buarque de Hollanda","Conspiração Filmes","RJ","RioFilme","Documentário",0,"0,00","3.400"
"1015",2000,"Quase Nada","Sérgio Rezende","Morena Filmes Ltda.","RJ","RioFilme","Ficção",11,"63.937,00","10.691"
"1016",2000,"Tolerância","Carlos Gerbase","Casa de Cinema de Porto Alegre","RS","Columbia","Ficção",90,"497.953,00","84.620"
"1017",2000,"Um Certo Dorival Caymmi","Aluisio Didier","Grupo Novo de Cinema e TV","RJ","RioFilme","Documentário",2,"10.509,00","2.076"
